order_id,user_id,order_at,total_order_amount,master_item_count,subledger_item_count,order_reconciliation,order_item_count_recon,order_status_recon
89504,71624,2024-10-24 04:07:02.000000,57.94,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
59657,47655,2025-06-19 07:25:15.000000,24.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
89357,71517,2026-04-05 08:03:56.000000,24.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
54453,43486,2024-10-31 22:04:54.000000,172.23,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
47990,38340,2023-10-08 06:56:37.000000,68.12,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
94675,75890,2026-05-17 11:36:06.000000,24.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
104657,83875,2025-12-21 23:25:16.000000,24.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
82723,66191,2025-06-05 12:38:33.000000,24.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
82844,66282,2022-08-10 12:53:35.000000,202.98,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
100383,80504,2025-12-12 18:26:05.000000,287.98,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
11942,9498,2024-06-25 19:51:58.000000,177.09,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
46488,37140,2025-07-07 13:29:41.000000,138.84,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
54431,43470,2026-01-09 08:30:03.000000,148.98,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
104988,84141,2024-11-18 02:05:28.000000,363.24,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
106588,85428,2022-12-31 02:44:27.000000,79.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
70656,56497,2024-03-10 07:17:45.000000,173.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
92786,74332,2022-06-28 17:46:30.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
94526,75762,2024-10-11 22:33:14.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
17357,13807,2025-06-19 09:46:07.000000,112.0,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
20368,16288,2021-05-19 13:07:13.000000,79.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
60420,48257,2024-02-28 00:13:11.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
80759,64602,2023-04-12 07:22:58.000000,110.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
119491,95624,2025-11-04 18:42:47.000000,70.95,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
2303,1831,2023-10-24 16:04:29.000000,55.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
62666,50070,2026-06-15 04:59:05.000000,333.65,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
108367,86803,2026-06-13 17:54:18.000000,82.95,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
24344,19453,2024-03-24 00:52:13.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
30784,24575,2022-08-18 14:18:22.000000,194.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
48273,38567,2023-05-17 23:55:59.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
48722,38894,2026-06-13 11:48:13.000000,115.64,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
50865,40624,2022-03-24 11:04:58.000000,25.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
117325,93960,2022-07-04 14:12:43.000000,283.95,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
92510,74079,2024-09-14 03:48:01.000000,25.2,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
72061,57627,2026-03-11 19:33:53.000000,99.03,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
79168,63276,2026-06-10 00:03:46.000000,75.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
16577,13197,2019-09-06 03:05:35.000000,26.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
57752,46158,2024-12-28 11:58:43.000000,26.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
95892,76876,2025-12-08 05:26:30.000000,124.85,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
69857,55868,2024-12-07 19:11:42.000000,26.47,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
56202,44907,2024-11-26 03:40:01.000000,96.59,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
86919,69584,2024-05-24 14:31:11.000000,324.95,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
41093,32781,2021-06-29 09:02:08.000000,26.95,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
121790,97510,2024-03-27 10:19:03.000000,58.33,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
14735,11760,2022-10-26 14:41:02.000000,27.8,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
112438,90024,2026-01-03 17:23:58.000000,27.8,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
12358,9843,2025-03-17 17:57:27.000000,67.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
37315,29800,2026-06-14 00:14:02.000000,28.82,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
61253,48931,2022-06-13 12:46:35.000000,78.94,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
2012,1616,2024-07-23 18:40:21.000000,93.95,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
95572,76614,2025-04-05 09:37:17.000000,29.18,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
71039,56815,2026-05-13 18:46:09.000000,67.6,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
34707,27720,2025-02-02 03:23:09.000000,74.92,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
50850,40619,2025-11-23 09:52:30.000000,75.5,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
95275,76358,2025-10-09 16:33:01.000000,29.9,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
22662,18093,2025-04-24 05:24:03.000000,254.98,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
11530,9161,2026-06-14 08:27:55.912824,29.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
103812,83227,2019-11-30 09:30:39.000000,99.49,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
114867,91986,2023-03-23 17:37:10.000000,87.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
4850,3829,2026-06-13 23:59:17.000000,99.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
75184,60124,2026-05-05 04:01:00.000000,29.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
18478,14716,2022-10-27 03:19:27.000000,158.17,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
95756,76767,2019-10-24 17:24:40.000000,29.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
98685,79115,2024-07-17 22:17:54.000000,448.98,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
111237,89089,2024-08-05 13:51:01.000000,156.63,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
12286,9794,2021-10-22 20:28:15.000000,309.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
19968,15944,2025-07-30 11:26:00.000000,274.0,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
54486,43510,2025-04-24 13:58:08.000000,30.4,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
62980,50328,2026-05-28 04:50:50.000000,30.9,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
40019,31957,2024-12-28 12:02:53.000000,725.9,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
120945,96821,2026-02-03 02:23:40.000000,73.68,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
25903,20696,2026-06-08 22:41:00.000000,407.95,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
22466,17932,2026-06-16 01:13:31.657868,107.55,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
87789,70262,2026-04-24 16:17:39.000000,120.98,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
8348,6671,2025-08-16 03:44:01.000000,31.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
121153,96982,2026-04-13 18:37:43.000000,91.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
90537,72450,2021-01-14 20:36:00.000000,32.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
16486,13133,2021-12-30 14:22:47.000000,32.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
42253,33708,2022-07-31 13:33:48.000000,32.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
44724,35662,2026-05-30 13:29:45.000000,76.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
112201,89847,2023-09-24 22:27:56.000000,150.95,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
108993,87316,2026-01-03 17:58:54.000000,32.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
12653,10066,2026-05-23 01:31:44.000000,102.9,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
82614,66097,2026-05-10 16:32:49.000000,96.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
46056,36790,2025-02-18 06:31:06.000000,104.06,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
74760,59776,2026-04-15 14:33:00.000000,33.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
81719,65402,2019-10-19 04:59:13.000000,33.68,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
95245,76337,2025-11-20 10:44:10.000000,33.97,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
79929,63887,2025-11-12 07:00:28.000000,33.97,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
100160,80347,2023-02-22 05:58:39.000000,34.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
33613,26824,2024-07-27 21:18:34.000000,100.17,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
48978,39082,2024-06-23 05:51:21.000000,628.99,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
24789,19797,2024-12-22 02:12:06.000000,34.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
98207,78736,2022-01-08 01:52:13.000000,902.7,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
6580,5224,2026-01-04 07:40:15.000000,69.83,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
73116,58478,2024-04-07 23:26:13.000000,263.95,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
3275,2610,2026-06-12 12:31:33.000000,195.33,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
10770,8588,2026-06-06 00:19:10.000000,154.41,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
124440,99636,2023-01-04 06:51:52.000000,228.94,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
80999,64787,2022-12-18 05:56:00.000000,364.99,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
71114,56874,2025-01-30 01:56:16.000000,35.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
39219,31327,2022-07-10 19:16:13.000000,35.67,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
62073,49595,2025-04-27 21:58:13.000000,35.73,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
100822,80841,2021-08-30 18:27:34.000000,35.73,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
20417,16325,2025-04-27 05:50:01.000000,220.9,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
53972,43118,2026-03-10 12:29:28.000000,939.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
65269,52130,2024-01-06 09:25:59.000000,194.33,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
57974,46330,2024-12-26 21:29:34.000000,196.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
61765,49334,2025-12-06 11:08:02.000000,36.98,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
26525,21194,2024-05-18 03:40:46.000000,314.99,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
96218,77132,2026-03-13 01:01:55.000000,91.96,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
93037,74531,2022-03-03 03:05:31.000000,37.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
115280,92294,2023-02-09 05:19:07.000000,97.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
22068,17601,2026-06-12 18:37:25.000000,38.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
64790,51759,2026-02-22 21:38:20.000000,38.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
70584,56445,2024-01-09 05:41:37.000000,81.15,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
52180,41649,2025-05-13 10:42:52.000000,38.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
93709,75088,2025-03-12 00:33:19.000000,251.0,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
115961,92846,2021-04-20 19:41:26.000000,38.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
6196,4915,2023-11-07 00:55:05.000000,38.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
68239,54608,2020-03-20 04:19:52.000000,77.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
26084,20844,2022-07-02 12:31:20.000000,38.19,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
100233,80405,2022-12-03 09:22:33.000000,165.0,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
121997,97678,2026-01-16 10:49:14.000000,39.45,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
97448,78114,2026-01-14 23:59:15.000000,39.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
56690,45300,2025-12-26 09:49:24.000000,89.45,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
62436,49869,2026-04-21 05:56:48.000000,39.6,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
50583,40423,2026-01-08 16:03:44.000000,130.58,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
85434,68373,2025-10-19 17:08:32.000000,39.9,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
52208,41673,2026-06-12 18:47:19.000000,87.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
65545,52347,2025-10-16 15:33:09.000000,379.12,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
70782,56599,2025-06-08 07:29:12.000000,129.49,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
118097,94556,2021-11-23 13:30:19.000000,39.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
43402,34637,2026-03-19 18:27:06.000000,90.28,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
103502,82988,2025-07-04 06:20:54.000000,251.99,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
47215,37728,2025-11-16 21:53:06.000000,221.99,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
45387,36231,2024-04-13 16:54:21.000000,42.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
92291,73887,2026-03-29 05:13:58.000000,42.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
60493,48310,2025-11-19 04:17:58.000000,279.69,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
101482,81367,2025-03-22 14:05:01.000000,91.6,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
2064,1651,2024-02-15 07:16:12.000000,42.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
105737,84753,2020-11-02 22:22:33.000000,42.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
25743,20557,2023-04-01 19:42:50.000000,589.99,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
28817,23031,2024-07-21 03:18:06.000000,88.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
101891,81686,2024-10-24 04:41:07.000000,44.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
18444,14682,2025-04-21 01:17:54.000000,44.42,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
67378,53888,2025-10-24 16:45:31.000000,44.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
49737,39712,2024-09-16 14:11:17.000000,220.98,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
79441,63498,2025-06-29 04:19:37.000000,44.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
32146,25661,2023-03-01 09:09:27.000000,91.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
10652,8477,2026-05-31 14:43:29.000000,46.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
17992,14332,2022-10-28 08:14:08.000000,290.61,4,4,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
726,586,2023-05-20 22:25:26.000000,47.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
106139,85061,2023-06-18 04:12:29.000000,112.98,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
101065,81022,2025-03-05 17:36:33.000000,133.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
63939,51088,2025-10-18 17:01:38.000000,127.99,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
110227,88294,2026-06-13 16:39:47.000000,48.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
373,301,2024-12-21 15:30:08.000000,48.95,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
16960,13504,2026-02-19 22:48:38.000000,473.96,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
51712,41301,2025-04-27 10:14:29.000000,114.44,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
112908,90392,2025-04-10 21:37:28.000000,48.98,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
40769,32541,2024-04-11 00:18:45.000000,49.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
43519,34732,2026-04-25 06:54:53.000000,170.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
33367,26610,2025-09-12 19:15:35.000000,104.5,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
113378,90764,2026-04-18 11:17:54.000000,109.49,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
2617,2087,2024-11-04 10:31:57.000000,49.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
113713,91038,2026-06-15 17:48:06.396630,49.5,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
107868,86426,2024-06-11 04:52:13.000000,227.44,3,3,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
113836,91134,2023-03-16 04:32:09.000000,49.95,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
66944,53536,2023-05-24 21:36:59.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
77600,62047,2025-01-08 20:53:43.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
66091,52824,2021-10-25 00:21:25.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
59254,47353,2025-07-29 15:48:22.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
74250,59381,2022-06-03 17:33:54.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
62493,49926,2021-05-07 15:21:24.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
120488,96445,2019-12-24 05:13:50.000000,49.99,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
45582,36390,2025-04-09 11:44:50.000000,175.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
118682,95006,2025-05-29 14:50:23.000000,175.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
98668,79105,2023-05-25 16:16:04.000000,52.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
27303,21829,2023-09-20 13:38:29.000000,116.5,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
12702,10096,2023-12-24 21:41:34.000000,53.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
14055,11187,2026-03-23 10:07:20.000000,53.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
20953,16745,2022-07-21 19:39:03.000000,53.0,1,1,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
55825,44612,2023-01-04 20:01:12.000000,183.0,2,2,RECONCILIATION SUCCESSFUL,INTEGRITY VERIFIED,INTEGRITY VERIFIED
