order_id,user_id,created_at,shipped_at,gross_revenue,order_status,recognized_revenue,total_item_count,data_integrity_status,cutoff_status
-286,50855,2025-06-20 10:33:00.000000,2025-06-21 11:33:00.000000,324.0,"complete,shipped",324.0,3,MATCHED,NORMAL
-290,75632,2025-06-20 12:34:00.000000,2025-06-21 17:34:00.000000,140.0,shipped,140.0,1,MATCHED,NORMAL
-294,28498,2025-06-20 09:50:00.000000,2025-06-24 02:00:00.000000,432.0,complete,432.0,3,MATCHED,NORMAL
-302,31284,2025-06-21 17:48:00.000000,2025-06-23 17:48:00.000000,192.0,shipped,192.0,1,MATCHED,NORMAL
-309,1014,2025-06-21 17:34:00.000000,2025-06-23 00:34:00.000000,319.0,"complete,returned",319.0,2,MATCHED,NORMAL
-311,27317,2025-06-21 09:42:00.000000,2025-06-23 03:42:00.000000,233.0,complete,233.0,2,MATCHED,NORMAL
-315,44980,2025-06-21 10:57:00.000000,2025-06-23 03:57:00.000000,198.0,"complete,returned",198.0,2,MATCHED,NORMAL
-358,10443,2025-06-24 14:37:00.000000,2025-06-26 08:37:00.000000,302.0,complete,302.0,3,MATCHED,NORMAL
-371,39457,2025-06-25 13:32:00.000000,2025-06-26 21:32:00.000000,294.0,complete,294.0,3,MATCHED,NORMAL
-379,91251,2025-06-26 16:04:00.000000,2025-06-28 00:04:00.000000,130.0,complete,130.0,2,MATCHED,NORMAL
-402,76847,2025-06-27 13:08:00.000000,2025-06-29 06:08:00.000000,278.0,complete,278.0,3,MATCHED,NORMAL
-415,15318,2025-06-28 16:25:00.000000,2025-07-02 02:00:00.000000,237.0,complete,237.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-486,79084,2025-07-03 17:13:00.000000,2025-07-06 20:00:00.000000,54.0,complete,54.0,1,MATCHED,NORMAL
-509,26868,2025-07-04 15:42:00.000000,2025-07-06 05:42:00.000000,63.0,complete,63.0,1,MATCHED,NORMAL
-525,13598,2025-07-05 11:13:00.000000,2025-07-09 00:00:00.000000,180.0,complete,180.0,1,MATCHED,NORMAL
-544,10532,2025-07-07 14:26:00.000000,2025-07-09 02:26:00.000000,257.0,complete,257.0,2,MATCHED,NORMAL
-554,83298,2025-07-07 17:32:00.000000,2025-07-08 20:32:00.000000,345.0,"complete,shipped",345.0,3,MATCHED,NORMAL
-563,68990,2025-07-08 17:49:00.000000,2025-07-10 16:49:00.000000,202.0,"complete,returned",202.0,2,MATCHED,NORMAL
-599,55243,2025-07-10 10:40:00.000000,2025-07-13 09:00:00.000000,148.0,complete,148.0,1,MATCHED,NORMAL
-618,73912,2025-07-12 11:03:00.000000,2025-07-13 13:03:00.000000,267.0,complete,267.0,3,MATCHED,NORMAL
-619,68292,2025-07-12 15:03:00.000000,2025-07-14 12:03:00.000000,189.0,complete,189.0,1,MATCHED,NORMAL
-625,94462,2025-07-12 11:56:00.000000,2025-07-15 18:00:00.000000,75.0,complete,75.0,1,MATCHED,NORMAL
-627,39851,2025-07-12 09:31:00.000000,2025-07-16 05:00:00.000000,156.0,complete,156.0,1,MATCHED,NORMAL
-630,64796,2025-07-12 09:36:00.000000,2025-07-14 00:36:00.000000,228.0,complete,228.0,3,MATCHED,NORMAL
-635,74017,2025-07-13 09:57:00.000000,2025-07-16 16:00:00.000000,169.0,complete,169.0,2,MATCHED,NORMAL
-641,39288,2025-07-13 16:58:00.000000,2025-07-15 09:58:00.000000,136.0,complete,136.0,2,MATCHED,NORMAL
-677,98793,2025-07-16 11:57:00.000000,2025-07-18 01:57:00.000000,282.0,complete,282.0,2,MATCHED,NORMAL
-682,42175,2025-07-16 13:05:00.000000,2025-07-21 03:00:00.000000,255.0,complete,255.0,2,MATCHED,NORMAL
-709,12952,2025-07-18 14:14:00.000000,2025-07-20 07:14:00.000000,23.0,complete,23.0,1,MATCHED,NORMAL
-710,4857,2025-07-18 14:48:00.000000,2025-07-20 00:48:00.000000,315.0,complete,315.0,2,MATCHED,NORMAL
-719,24082,2025-07-18 14:50:00.000000,2025-07-19 22:50:00.000000,186.0,"complete,shipped",186.0,3,MATCHED,NORMAL
-722,34558,2025-07-19 13:22:00.000000,2025-07-20 18:22:00.000000,301.0,"complete,returned",301.0,3,MATCHED,NORMAL
-725,41416,2025-07-19 12:30:00.000000,2025-07-20 13:30:00.000000,306.0,"complete,shipped",306.0,2,MATCHED,NORMAL
-728,14812,2025-07-19 15:19:00.000000,2025-07-21 00:19:00.000000,224.0,returned,224.0,2,MATCHED,NORMAL
-732,68525,2025-07-19 10:39:00.000000,2025-07-20 10:39:00.000000,257.0,"complete,returned",257.0,3,MATCHED,NORMAL
-757,29487,2025-07-21 10:06:00.000000,2025-07-22 10:06:00.000000,95.0,complete,95.0,2,MATCHED,NORMAL
-763,76755,2025-07-21 11:07:00.000000,2025-07-22 19:07:00.000000,130.0,shipped,130.0,1,MATCHED,NORMAL
-779,48592,2025-07-22 09:01:00.000000,2025-07-24 00:01:00.000000,99.0,complete,99.0,1,MATCHED,NORMAL
-782,44508,2025-07-23 11:59:00.000000,2025-07-24 23:59:00.000000,235.0,complete,235.0,2,MATCHED,NORMAL
-784,33787,2025-07-23 09:54:00.000000,2025-07-25 08:54:00.000000,279.0,"complete,shipped",279.0,3,MATCHED,NORMAL
-792,40211,2025-07-23 13:05:00.000000,2025-07-25 09:05:00.000000,184.0,complete,184.0,1,MATCHED,NORMAL
-800,43844,2025-07-24 11:05:00.000000,2025-07-26 05:05:00.000000,199.0,complete,199.0,2,MATCHED,NORMAL
-825,7621,2025-07-25 14:43:00.000000,2025-07-27 13:43:00.000000,190.0,complete,190.0,2,MATCHED,NORMAL
-904,68044,2025-07-31 14:34:00.000000,2025-08-02 12:34:00.000000,170.0,"complete,shipped",170.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-909,87648,2025-07-31 10:53:00.000000,2025-08-01 22:53:00.000000,320.0,"complete,returned",320.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-919,91840,2025-08-01 14:11:00.000000,2025-08-03 09:11:00.000000,192.0,"complete,returned",192.0,2,MATCHED,NORMAL
-938,79395,2025-08-02 11:14:00.000000,2025-08-05 16:00:00.000000,163.0,complete,163.0,1,MATCHED,NORMAL
-946,46667,2025-08-03 12:30:00.000000,2025-08-06 20:00:00.000000,288.0,complete,288.0,2,MATCHED,NORMAL
-948,82319,2025-08-03 11:19:00.000000,2025-08-04 12:19:00.000000,195.0,shipped,195.0,1,MATCHED,NORMAL
-1004,24329,2025-08-06 11:36:00.000000,2025-08-07 20:36:00.000000,334.0,"complete,shipped",334.0,2,MATCHED,NORMAL
-1007,28134,2025-08-07 14:26:00.000000,2025-08-08 19:26:00.000000,202.0,complete,202.0,2,MATCHED,NORMAL
-1038,85188,2025-08-09 17:46:00.000000,2025-08-13 22:00:00.000000,192.0,complete,192.0,1,MATCHED,NORMAL
-1061,70902,2025-08-10 16:24:00.000000,2025-08-12 04:24:00.000000,28.0,returned,28.0,1,MATCHED,NORMAL
-1072,61976,2025-08-11 15:58:00.000000,2025-08-12 23:58:00.000000,77.0,complete,77.0,1,MATCHED,NORMAL
-1083,57185,2025-08-12 17:52:00.000000,2025-08-13 18:52:00.000000,335.0,"complete,shipped",335.0,3,MATCHED,NORMAL
-1106,2889,2025-08-13 11:01:00.000000,2025-08-15 10:01:00.000000,218.0,"complete,returned",218.0,3,MATCHED,NORMAL
-1121,73880,2025-08-14 17:57:00.000000,2025-08-16 00:57:00.000000,172.0,shipped,172.0,1,MATCHED,NORMAL
-1132,39972,2025-08-15 15:32:00.000000,2025-08-17 03:32:00.000000,166.0,complete,166.0,1,MATCHED,NORMAL
-1138,65011,2025-08-15 12:17:00.000000,2025-08-18 17:00:00.000000,300.0,complete,300.0,3,MATCHED,NORMAL
-1139,10245,2025-08-15 14:13:00.000000,2025-08-16 22:13:00.000000,135.0,complete,135.0,2,MATCHED,NORMAL
-1145,87650,2025-08-16 15:19:00.000000,2025-08-17 22:19:00.000000,129.0,complete,129.0,1,MATCHED,NORMAL
-1156,93170,2025-08-17 11:19:00.000000,2025-08-18 11:19:00.000000,344.0,"complete,shipped",344.0,2,MATCHED,NORMAL
-1157,91855,2025-08-17 13:14:00.000000,2025-08-19 00:14:00.000000,117.0,returned,117.0,1,MATCHED,NORMAL
-1183,81270,2025-08-18 17:49:00.000000,2025-08-20 16:49:00.000000,47.0,complete,47.0,1,MATCHED,NORMAL
-1188,78839,2025-08-19 09:09:00.000000,2025-08-20 11:09:00.000000,61.0,complete,61.0,1,MATCHED,NORMAL
-1197,12999,2025-08-19 17:24:00.000000,2025-08-21 10:24:00.000000,253.0,complete,253.0,3,MATCHED,NORMAL
-1228,66404,2025-08-21 13:32:00.000000,2025-08-26 01:00:00.000000,23.0,complete,23.0,1,MATCHED,NORMAL
-1234,56622,2025-08-22 10:33:00.000000,2025-08-23 20:33:00.000000,453.0,complete,453.0,3,MATCHED,NORMAL
-1251,25585,2025-08-23 14:36:00.000000,2025-08-25 12:36:00.000000,167.0,"complete,returned",167.0,2,MATCHED,NORMAL
-1261,35845,2025-08-24 12:55:00.000000,2025-08-25 22:55:00.000000,115.0,complete,115.0,3,MATCHED,NORMAL
-1278,73559,2025-08-25 14:12:00.000000,2025-08-27 06:12:00.000000,431.0,complete,431.0,3,MATCHED,NORMAL
-1288,49223,2025-08-25 16:54:00.000000,2025-08-29 18:00:00.000000,189.0,complete,189.0,1,MATCHED,NORMAL
-1290,89472,2025-08-25 09:27:00.000000,2025-08-27 04:27:00.000000,449.0,complete,449.0,3,MATCHED,NORMAL
-1306,68885,2025-08-27 12:41:00.000000,2025-08-28 16:41:00.000000,142.0,complete,142.0,2,MATCHED,NORMAL
-1309,68719,2025-08-27 10:07:00.000000,2025-08-29 05:07:00.000000,222.0,"complete,returned",222.0,2,MATCHED,NORMAL
-1311,80022,2025-08-27 13:30:00.000000,2025-08-29 03:30:00.000000,216.0,complete,216.0,2,MATCHED,NORMAL
-1320,65948,2025-08-27 14:22:00.000000,2025-08-28 18:22:00.000000,371.0,returned,371.0,3,MATCHED,NORMAL
-1325,95246,2025-08-28 17:36:00.000000,2025-08-29 18:36:00.000000,111.0,complete,111.0,1,MATCHED,NORMAL
-1337,58480,2025-08-29 13:58:00.000000,2025-08-30 20:58:00.000000,21.0,complete,21.0,1,MATCHED,NORMAL
-1345,28283,2025-08-29 15:50:00.000000,2025-08-31 08:50:00.000000,123.0,complete,123.0,1,MATCHED,NORMAL
-1348,99978,2025-08-29 16:03:00.000000,2025-09-02 15:00:00.000000,137.0,complete,137.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-1362,67964,2025-08-30 10:02:00.000000,2025-09-03 18:00:00.000000,408.0,complete,408.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-1366,20421,2025-08-31 15:49:00.000000,2025-09-02 10:49:00.000000,123.0,returned,123.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-1382,81755,2025-09-01 11:48:00.000000,2025-09-05 01:00:00.000000,322.0,complete,322.0,2,MATCHED,NORMAL
-1412,29923,2025-09-03 09:40:00.000000,2025-09-06 09:00:00.000000,381.0,complete,381.0,2,MATCHED,NORMAL
-1450,64376,2025-09-05 12:38:00.000000,2025-09-08 13:00:00.000000,31.0,complete,31.0,1,MATCHED,NORMAL
-1483,96122,2025-09-07 16:06:00.000000,2025-09-09 13:06:00.000000,227.0,returned,227.0,3,MATCHED,NORMAL
-1490,63910,2025-09-08 09:18:00.000000,2025-09-10 05:18:00.000000,83.0,returned,83.0,1,MATCHED,NORMAL
-1496,844,2025-09-08 13:39:00.000000,2025-09-11 09:00:00.000000,207.0,complete,207.0,2,MATCHED,NORMAL
-1517,68121,2025-09-10 09:41:00.000000,2025-09-11 09:41:00.000000,191.0,complete,191.0,2,MATCHED,NORMAL
-1548,53637,2025-09-12 17:22:00.000000,2025-09-14 16:22:00.000000,22.0,complete,22.0,1,MATCHED,NORMAL
-1592,15112,2025-09-15 17:37:00.000000,2025-09-17 10:37:00.000000,291.0,complete,291.0,2,MATCHED,NORMAL
-1600,12148,2025-09-15 10:18:00.000000,2025-09-17 05:18:00.000000,314.0,returned,314.0,2,MATCHED,NORMAL
-1602,1804,2025-09-15 17:20:00.000000,2025-09-19 02:00:00.000000,272.0,complete,272.0,3,MATCHED,NORMAL
-1642,11883,2025-09-18 17:15:00.000000,2025-09-20 07:15:00.000000,410.0,"complete,shipped",410.0,3,MATCHED,NORMAL
-1648,28374,2025-09-18 17:17:00.000000,2025-09-20 06:17:00.000000,258.0,"complete,returned",258.0,3,MATCHED,NORMAL
-1657,22965,2025-09-19 09:11:00.000000,2025-09-20 09:11:00.000000,181.0,"complete,returned",181.0,2,MATCHED,NORMAL
-1701,79914,2025-09-22 17:00:00.000000,2025-09-24 00:00:00.000000,44.0,shipped,44.0,1,MATCHED,NORMAL
-1719,59294,2025-09-23 15:09:00.000000,2025-09-25 15:09:00.000000,359.0,complete,359.0,3,MATCHED,NORMAL
-1728,68901,2025-09-24 12:17:00.000000,2025-09-26 08:17:00.000000,111.0,"complete,returned",111.0,2,MATCHED,NORMAL
-1776,950,2025-09-27 13:14:00.000000,2025-09-30 10:00:00.000000,324.0,complete,324.0,3,MATCHED,NORMAL
-1784,23691,2025-09-27 09:27:00.000000,2025-09-30 19:00:00.000000,162.0,complete,162.0,1,MATCHED,NORMAL
-1793,4270,2025-09-28 12:13:00.000000,2025-09-30 05:13:00.000000,365.0,"complete,returned",365.0,2,MATCHED,NORMAL
-1816,14951,2025-09-30 10:33:00.000000,2025-10-02 05:33:00.000000,353.0,complete,353.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-1835,20669,2025-10-01 09:58:00.000000,2025-10-02 14:58:00.000000,21.0,complete,21.0,1,MATCHED,NORMAL
-1864,65583,2025-10-03 10:16:00.000000,2025-10-04 10:16:00.000000,20.0,returned,20.0,1,MATCHED,NORMAL
-1884,92735,2025-10-04 10:41:00.000000,2025-10-08 00:00:00.000000,186.0,complete,186.0,2,MATCHED,NORMAL
-1895,52917,2025-10-05 13:27:00.000000,2025-10-07 03:27:00.000000,119.0,returned,119.0,2,MATCHED,NORMAL
-1918,70493,2025-10-06 15:01:00.000000,2025-10-07 20:01:00.000000,247.0,"complete,returned",247.0,2,MATCHED,NORMAL
-1927,55301,2025-10-07 10:29:00.000000,2025-10-09 05:29:00.000000,289.0,"complete,returned",289.0,2,MATCHED,NORMAL
-1938,10322,2025-10-08 12:03:00.000000,2025-10-09 18:03:00.000000,174.0,complete,174.0,2,MATCHED,NORMAL
-1940,28053,2025-10-08 13:52:00.000000,2025-10-10 06:52:00.000000,100.0,complete,100.0,2,MATCHED,NORMAL
-1953,20406,2025-10-09 12:56:00.000000,2025-10-11 09:56:00.000000,444.0,complete,444.0,3,MATCHED,NORMAL
-1982,60387,2025-10-11 09:29:00.000000,2025-10-13 09:29:00.000000,189.0,complete,189.0,2,MATCHED,NORMAL
-1987,62565,2025-10-11 11:01:00.000000,2025-10-12 14:01:00.000000,133.0,"complete,returned",133.0,2,MATCHED,NORMAL
-1990,66881,2025-10-11 10:33:00.000000,2025-10-15 17:00:00.000000,75.0,complete,75.0,1,MATCHED,NORMAL
-2014,33963,2025-10-13 12:56:00.000000,2025-10-14 22:56:00.000000,208.0,complete,208.0,2,MATCHED,NORMAL
-2028,92063,2025-10-14 16:36:00.000000,2025-10-16 05:36:00.000000,385.0,returned,385.0,3,MATCHED,NORMAL
-2031,50946,2025-10-14 12:20:00.000000,2025-10-18 03:00:00.000000,170.0,complete,170.0,1,MATCHED,NORMAL
-2034,60181,2025-10-14 17:41:00.000000,2025-10-16 15:41:00.000000,244.0,"complete,shipped",244.0,3,MATCHED,NORMAL
-2069,66768,2025-10-16 10:21:00.000000,2025-10-17 14:21:00.000000,155.0,"complete,returned",155.0,2,MATCHED,NORMAL
-2072,7986,2025-10-17 14:22:00.000000,2025-10-18 18:22:00.000000,379.0,complete,379.0,3,MATCHED,NORMAL
-2075,80047,2025-10-17 14:23:00.000000,2025-10-19 06:23:00.000000,334.0,"complete,shipped",334.0,3,MATCHED,NORMAL
-2092,46536,2025-10-18 12:33:00.000000,2025-10-20 05:33:00.000000,401.0,complete,401.0,3,MATCHED,NORMAL
-2093,65849,2025-10-18 15:29:00.000000,2025-10-20 11:29:00.000000,341.0,"complete,returned",341.0,3,MATCHED,NORMAL
-2103,12477,2025-10-19 09:45:00.000000,2025-10-23 01:00:00.000000,334.0,complete,334.0,3,MATCHED,NORMAL
-2117,13741,2025-10-20 15:00:00.000000,2025-10-22 07:00:00.000000,246.0,complete,246.0,3,MATCHED,NORMAL
-2131,39561,2025-10-21 13:35:00.000000,2025-10-22 20:35:00.000000,200.0,returned,200.0,2,MATCHED,NORMAL
-2134,59922,2025-10-21 14:55:00.000000,2025-10-23 13:55:00.000000,497.0,"complete,returned",497.0,3,MATCHED,NORMAL
-2139,12396,2025-10-21 16:39:00.000000,2025-10-23 05:39:00.000000,146.0,complete,146.0,1,MATCHED,NORMAL
-2171,15126,2025-10-23 14:32:00.000000,2025-10-25 03:32:00.000000,353.0,"complete,shipped",353.0,3,MATCHED,NORMAL
-2183,49229,2025-10-24 14:33:00.000000,2025-10-25 23:33:00.000000,397.0,"complete,returned",397.0,3,MATCHED,NORMAL
-2210,19116,2025-10-26 11:16:00.000000,2025-10-28 01:16:00.000000,318.0,complete,318.0,3,MATCHED,NORMAL
-2216,94825,2025-10-26 15:15:00.000000,2025-10-30 04:00:00.000000,334.0,complete,334.0,2,MATCHED,NORMAL
-2225,47691,2025-10-27 14:20:00.000000,2025-10-30 13:00:00.000000,423.0,complete,423.0,3,MATCHED,NORMAL
-2235,59691,2025-10-27 14:21:00.000000,2025-10-29 14:21:00.000000,177.0,complete,177.0,1,MATCHED,NORMAL
-2247,91176,2025-10-28 15:55:00.000000,2025-10-30 05:55:00.000000,225.0,returned,225.0,3,MATCHED,NORMAL
-2262,280,2025-10-29 15:48:00.000000,2025-10-30 16:48:00.000000,400.0,complete,400.0,3,MATCHED,NORMAL
-2265,16854,2025-10-29 17:40:00.000000,2025-10-31 01:40:00.000000,438.0,returned,438.0,3,MATCHED,NORMAL
-2284,26290,2025-10-31 09:14:00.000000,2025-11-01 11:14:00.000000,254.0,"complete,shipped",254.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-2292,37685,2025-10-31 16:07:00.000000,2025-11-02 09:07:00.000000,162.0,"complete,returned",162.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-2329,25350,2025-11-03 17:22:00.000000,2025-11-05 05:22:00.000000,146.0,complete,146.0,1,MATCHED,NORMAL
-2332,28948,2025-11-03 09:41:00.000000,2025-11-05 07:41:00.000000,302.0,returned,302.0,2,MATCHED,NORMAL
-2343,56639,2025-11-04 11:38:00.000000,2025-11-06 03:38:00.000000,273.0,complete,273.0,3,MATCHED,NORMAL
-2349,36666,2025-11-04 10:58:00.000000,2025-11-05 13:58:00.000000,88.0,"complete,shipped",88.0,2,MATCHED,NORMAL
-2359,65241,2025-11-05 11:04:00.000000,2025-11-07 11:04:00.000000,288.0,"complete,returned",288.0,2,MATCHED,NORMAL
-2365,78115,2025-11-05 10:10:00.000000,2025-11-06 10:10:00.000000,153.0,complete,153.0,1,MATCHED,NORMAL
-2385,27746,2025-11-06 12:20:00.000000,2025-11-08 02:20:00.000000,415.0,"complete,returned",415.0,3,MATCHED,NORMAL
-2392,89573,2025-11-07 12:48:00.000000,2025-11-09 11:48:00.000000,69.0,complete,69.0,1,MATCHED,NORMAL
-2435,35845,2025-11-10 12:41:00.000000,2025-11-11 18:41:00.000000,242.0,"complete,returned",242.0,2,MATCHED,NORMAL
-2443,71415,2025-11-10 10:06:00.000000,2025-11-11 21:06:00.000000,356.0,complete,356.0,3,MATCHED,NORMAL
-2473,74450,2025-11-12 09:07:00.000000,2025-11-17 02:00:00.000000,220.0,complete,220.0,3,MATCHED,NORMAL
-2478,91287,2025-11-13 14:46:00.000000,2025-11-15 07:46:00.000000,313.0,complete,313.0,2,MATCHED,NORMAL
-2479,96592,2025-11-13 17:28:00.000000,2025-11-14 21:28:00.000000,314.0,"complete,shipped",314.0,2,MATCHED,NORMAL
-2500,81734,2025-11-14 14:26:00.000000,2025-11-16 00:26:00.000000,296.0,"complete,returned",296.0,2,MATCHED,NORMAL
-2523,14334,2025-11-16 15:12:00.000000,2025-11-18 07:12:00.000000,459.0,complete,459.0,3,MATCHED,NORMAL
-2525,71483,2025-11-16 10:58:00.000000,2025-11-20 21:00:00.000000,318.0,complete,318.0,3,MATCHED,NORMAL
-2530,51723,2025-11-16 15:43:00.000000,2025-11-18 13:43:00.000000,295.0,complete,295.0,3,MATCHED,NORMAL
-2560,52042,2025-11-18 14:14:00.000000,2025-11-22 21:00:00.000000,333.0,complete,333.0,3,MATCHED,NORMAL
-2565,28053,2025-11-18 11:29:00.000000,2025-11-20 05:29:00.000000,91.0,complete,91.0,1,MATCHED,NORMAL
-2582,82859,2025-11-20 13:29:00.000000,2025-11-23 12:00:00.000000,341.0,complete,341.0,3,MATCHED,NORMAL
-2585,53300,2025-11-20 12:23:00.000000,2025-11-21 14:23:00.000000,306.0,complete,306.0,2,MATCHED,NORMAL
-2607,60089,2025-11-21 14:27:00.000000,2025-11-22 20:27:00.000000,129.0,complete,129.0,2,MATCHED,NORMAL
-2617,88832,2025-11-22 16:58:00.000000,2025-11-24 03:58:00.000000,202.0,"complete,shipped",202.0,2,MATCHED,NORMAL
-2632,33127,2025-11-23 15:12:00.000000,2025-11-24 15:12:00.000000,67.0,complete,67.0,1,MATCHED,NORMAL
-2677,48881,2025-11-26 14:01:00.000000,2025-11-29 20:00:00.000000,60.0,complete,60.0,2,MATCHED,NORMAL
-2683,43456,2025-11-26 15:38:00.000000,2025-11-28 09:38:00.000000,130.0,complete,130.0,1,MATCHED,NORMAL
-2688,16077,2025-11-27 15:37:00.000000,2025-11-29 13:37:00.000000,266.0,returned,266.0,3,MATCHED,NORMAL
-2701,45024,2025-11-28 14:43:00.000000,2025-12-01 09:00:00.000000,54.0,complete,54.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-2725,27511,2025-11-29 14:23:00.000000,2025-12-03 21:00:00.000000,456.0,complete,456.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-2726,8863,2025-11-29 17:37:00.000000,2025-12-01 11:37:00.000000,259.0,complete,259.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-2736,78370,2025-11-30 15:20:00.000000,2025-12-01 20:20:00.000000,299.0,complete,299.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-2741,89285,2025-11-30 16:51:00.000000,2025-12-03 14:00:00.000000,470.0,complete,470.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-2752,52950,2025-12-01 15:49:00.000000,2025-12-05 04:00:00.000000,388.0,complete,388.0,3,MATCHED,NORMAL
-2786,29157,2025-12-03 15:56:00.000000,2025-12-05 15:56:00.000000,144.0,shipped,144.0,1,MATCHED,NORMAL
-2826,14569,2025-12-06 10:53:00.000000,2025-12-08 08:53:00.000000,137.0,complete,137.0,1,MATCHED,NORMAL
-2838,19719,2025-12-07 10:33:00.000000,2025-12-09 09:33:00.000000,407.0,complete,407.0,3,MATCHED,NORMAL
-2839,52463,2025-12-07 17:47:00.000000,2025-12-09 00:47:00.000000,214.0,"complete,returned",214.0,2,MATCHED,NORMAL
-2850,75829,2025-12-07 12:31:00.000000,2025-12-09 00:31:00.000000,211.0,complete,211.0,3,MATCHED,NORMAL
-2861,49358,2025-12-08 12:57:00.000000,2025-12-10 04:57:00.000000,304.0,complete,304.0,3,MATCHED,NORMAL
-2874,83083,2025-12-09 16:44:00.000000,2025-12-11 03:44:00.000000,352.0,complete,352.0,3,MATCHED,NORMAL
-2875,72823,2025-12-09 10:29:00.000000,2025-12-13 10:00:00.000000,219.0,complete,219.0,2,MATCHED,NORMAL
-2879,9397,2025-12-09 10:26:00.000000,2025-12-10 19:26:00.000000,140.0,complete,140.0,1,MATCHED,NORMAL
-2884,76176,2025-12-10 14:26:00.000000,2025-12-12 11:26:00.000000,189.0,"complete,shipped",189.0,2,MATCHED,NORMAL
-2904,99129,2025-12-11 11:37:00.000000,2025-12-16 04:00:00.000000,149.0,complete,149.0,2,MATCHED,NORMAL
-2919,47089,2025-12-12 11:25:00.000000,2025-12-14 02:25:00.000000,29.0,complete,29.0,1,MATCHED,NORMAL
-2929,81695,2025-12-13 14:39:00.000000,2025-12-14 20:39:00.000000,351.0,returned,351.0,3,MATCHED,NORMAL
-2931,25242,2025-12-13 13:56:00.000000,2025-12-16 13:00:00.000000,114.0,complete,114.0,2,MATCHED,NORMAL
-2932,12178,2025-12-13 15:41:00.000000,2025-12-15 07:41:00.000000,303.0,complete,303.0,2,MATCHED,NORMAL
-3061,48531,2025-12-22 16:08:00.000000,2025-12-25 10:00:00.000000,202.0,complete,202.0,2,MATCHED,NORMAL
-3089,3020,2025-12-23 11:39:00.000000,2025-12-24 12:39:00.000000,59.0,complete,59.0,1,MATCHED,NORMAL
-3104,7040,2025-12-24 10:34:00.000000,2025-12-25 19:34:00.000000,301.0,complete,301.0,2,MATCHED,NORMAL
-3125,8032,2025-12-26 10:28:00.000000,2025-12-28 06:28:00.000000,213.0,complete,213.0,2,MATCHED,NORMAL
-3151,53184,2025-12-28 11:01:00.000000,2025-12-30 11:01:00.000000,275.0,complete,275.0,3,MATCHED,NORMAL
-3152,26102,2025-12-28 16:30:00.000000,2025-12-30 13:30:00.000000,369.0,returned,369.0,3,MATCHED,NORMAL
-3156,54976,2025-12-28 10:18:00.000000,2025-12-29 10:18:00.000000,182.0,complete,182.0,3,MATCHED,NORMAL
-3170,39237,2025-12-29 17:53:00.000000,2025-12-31 10:53:00.000000,182.0,complete,182.0,3,MATCHED,NORMAL
-3186,63835,2025-12-30 12:48:00.000000,2026-01-02 10:00:00.000000,252.0,complete,252.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-3193,30993,2025-12-30 14:12:00.000000,2026-01-01 02:12:00.000000,188.0,"complete,shipped",188.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-3198,41421,2025-12-31 13:47:00.000000,2026-01-04 09:00:00.000000,192.0,complete,192.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-3201,92730,2025-12-31 17:06:00.000000,2026-01-02 03:06:00.000000,271.0,complete,271.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-3235,73252,2026-01-02 17:06:00.000000,2026-01-04 03:06:00.000000,325.0,"complete,returned",325.0,2,MATCHED,NORMAL
-3270,86690,2026-01-04 09:46:00.000000,2026-01-06 05:46:00.000000,159.0,complete,159.0,1,MATCHED,NORMAL
-3305,15205,2026-01-07 14:46:00.000000,2026-01-09 11:46:00.000000,84.0,"complete,returned",84.0,2,MATCHED,NORMAL
-3330,21404,2026-01-08 11:24:00.000000,2026-01-10 00:24:00.000000,458.0,returned,458.0,3,MATCHED,NORMAL
-3332,70148,2026-01-09 13:25:00.000000,2026-01-10 16:25:00.000000,254.0,"complete,returned",254.0,2,MATCHED,NORMAL
-3345,43458,2026-01-09 15:29:00.000000,2026-01-11 12:29:00.000000,353.0,complete,353.0,3,MATCHED,NORMAL
-3368,14536,2026-01-11 15:20:00.000000,2026-01-12 16:20:00.000000,174.0,complete,174.0,1,MATCHED,NORMAL
-3381,63846,2026-01-12 15:41:00.000000,2026-01-14 10:41:00.000000,241.0,"complete,returned",241.0,2,MATCHED,NORMAL
-3395,14616,2026-01-13 09:45:00.000000,2026-01-16 18:00:00.000000,288.0,complete,288.0,2,MATCHED,NORMAL
-3401,55346,2026-01-13 16:16:00.000000,2026-01-15 16:16:00.000000,253.0,complete,253.0,3,MATCHED,NORMAL
