order_id,user_id,order_date,gross_revenue,refund_amount,total_item_count,total_returned_items,net_revenue,refund_value_rate,refund_count_rate,refund_type
113307,90452,2023-09-19 18:07:05.000000,98.38,0.0,2,0,98.38,0.0,0.0,NO REFUND
114704,91582,2025-08-20 03:05:05.000000,20.88,0.0,1,0,20.88,0.0,0.0,NO REFUND
64870,51975,2022-08-20 23:22:11.000000,283.39,0.0,4,0,283.39,0.0,0.0,NO REFUND
81559,65296,2022-03-25 08:45:33.000000,20.99,0.0,1,0,20.99,0.0,0.0,NO REFUND
12993,10434,2025-10-12 12:08:10.000000,455.95,0.0,4,0,455.95,0.0,0.0,NO REFUND
90149,72135,2026-05-20 04:27:36.000000,66.0,0.0,2,0,66.0,0.0,0.0,NO REFUND
118407,94491,2025-07-13 23:43:13.000000,21.0,0.0,1,0,21.0,0.0,0.0,NO REFUND
82093,65718,2025-09-14 12:15:33.000000,170.97,0.0,3,0,170.97,0.0,0.0,NO REFUND
53982,43291,2023-12-07 21:07:41.000000,153.89,0.0,3,0,153.89,0.0,0.0,NO REFUND
67689,54277,2021-04-14 12:16:44.000000,21.99,0.0,1,0,21.99,0.0,0.0,NO REFUND
57614,46175,2021-04-29 17:00:25.000000,22.0,0.0,1,0,22.0,0.0,0.0,NO REFUND
86211,68991,2023-09-11 01:50:26.000000,132.25,0.0,3,0,132.25,0.0,0.0,NO REFUND
2884,2323,2024-12-13 18:06:54.000000,180.17,180.17,4,4,0.0,1.0,1.0,FULLY REFUNDED
12900,10363,2026-03-09 11:18:30.000000,215.48,0.0,4,0,215.48,0.0,0.0,NO REFUND
59596,47794,2024-11-12 00:33:23.000000,57.87,0.0,2,0,57.87,0.0,0.0,NO REFUND
119534,95349,2020-08-25 11:24:02.000000,22.99,0.0,1,0,22.99,0.0,0.0,NO REFUND
59256,47513,2024-03-07 03:52:15.000000,81.99,0.0,2,0,81.99,0.0,0.0,NO REFUND
52858,42399,2020-12-02 07:52:00.000000,140.19,0.0,2,0,140.19,0.0,0.0,NO REFUND
89839,71883,2024-05-23 11:44:22.000000,221.13,0.0,4,0,221.13,0.0,0.0,NO REFUND
61864,49601,2026-06-18 04:23:40.000000,178.62,0.0,2,0,178.62,0.0,0.0,NO REFUND
111753,89247,2023-11-06 21:27:59.000000,121.86,0.0,2,0,121.86,0.0,0.0,NO REFUND
105672,84524,2026-05-18 09:30:05.000000,98.92,0.0,2,0,98.92,0.0,0.0,NO REFUND
103404,82720,2024-10-02 19:13:48.000000,110.07,0.0,3,0,110.07,0.0,0.0,NO REFUND
48056,38515,2025-03-17 10:17:17.000000,170.7,0.0,3,0,170.7,0.0,0.0,NO REFUND
113203,90380,2022-08-07 09:23:11.000000,24.95,0.0,1,0,24.95,0.0,0.0,NO REFUND
72453,58167,2024-03-02 03:02:14.000000,24.95,0.0,1,0,24.95,0.0,0.0,NO REFUND
121156,96663,2026-02-03 04:39:16.000000,24.98,0.0,1,0,24.98,0.0,0.0,NO REFUND
44132,35425,2025-05-02 18:46:16.000000,273.99,0.0,4,0,273.99,0.0,0.0,NO REFUND
92331,73912,2026-05-02 06:07:33.000000,24.99,0.0,1,0,24.99,0.0,0.0,NO REFUND
33298,26816,2025-03-02 14:49:30.000000,113.99,0.0,2,0,113.99,0.0,0.0,NO REFUND
36550,29385,2026-06-20 09:16:09.000000,63.98,0.0,2,0,63.98,0.0,0.0,NO REFUND
18336,14759,2025-05-10 17:27:57.000000,74.98,0.0,2,0,74.98,0.0,0.0,NO REFUND
28062,22596,2026-01-10 03:30:21.000000,242.98,0.0,3,0,242.98,0.0,0.0,NO REFUND
43632,35025,2025-08-23 02:45:49.000000,24.99,0.0,1,0,24.99,0.0,0.0,NO REFUND
121678,97080,2022-11-17 08:46:47.000000,195.01,0.0,4,0,195.01,0.0,0.0,NO REFUND
97068,77687,2020-07-18 13:39:12.000000,63.99,0.0,2,0,63.99,0.0,0.0,NO REFUND
110846,88532,2022-01-11 10:17:56.000000,65.37,0.0,2,0,65.37,0.0,0.0,NO REFUND
116542,93073,2024-10-14 11:41:10.000000,214.0,0.0,2,0,214.0,0.0,0.0,NO REFUND
527,421,2022-08-21 03:16:08.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
84100,67303,2026-06-17 19:40:05.636019,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
88542,70854,2025-01-26 17:00:47.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
64797,51924,2026-06-16 10:29:35.645892,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
67515,54129,2022-06-24 19:00:05.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
81592,65322,2024-12-21 00:32:32.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
99216,79395,2025-02-18 10:20:01.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
67527,54138,2026-04-03 08:37:44.000000,25.0,25.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
82345,65928,2024-06-15 12:43:59.000000,25.0,25.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
36127,29071,2023-12-04 12:25:04.000000,171.12,0.0,4,0,171.12,0.0,0.0,NO REFUND
40703,32700,2026-03-18 12:30:52.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
61384,49215,2024-04-11 06:51:43.000000,165.99,0.0,4,0,165.99,0.0,0.0,NO REFUND
68441,54879,2026-06-06 23:36:35.000000,59.98,0.0,2,0,59.98,0.0,0.0,NO REFUND
93362,74736,2026-04-19 04:08:38.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
46354,37175,2026-06-05 03:49:27.000000,149.94,0.0,3,0,149.94,0.0,0.0,NO REFUND
37909,30503,2026-06-09 16:33:26.000000,250.59,0.0,3,0,250.59,0.0,0.0,NO REFUND
80237,64265,2024-09-20 02:10:26.000000,27.0,0.0,1,0,27.0,0.0,0.0,NO REFUND
95315,76303,2026-01-16 20:22:40.000000,213.9,0.0,2,0,213.9,0.0,0.0,NO REFUND
67476,54105,2023-08-30 23:35:27.000000,73.82,0.0,2,0,73.82,0.0,0.0,NO REFUND
17977,14463,2026-04-16 13:23:23.000000,69.99,0.0,2,0,69.99,0.0,0.0,NO REFUND
56501,45297,2026-02-01 23:45:27.000000,96.0,0.0,2,0,96.0,0.0,0.0,NO REFUND
38294,30821,2024-11-09 17:48:37.000000,77.99,0.0,2,0,77.99,0.0,0.0,NO REFUND
82498,66033,2024-08-03 23:29:22.000000,76.0,0.0,2,0,76.0,0.0,0.0,NO REFUND
81307,65103,2023-09-13 16:19:48.000000,161.16,0.0,4,0,161.16,0.0,0.0,NO REFUND
76305,61194,2024-08-30 02:13:28.000000,138.8,0.0,2,0,138.8,0.0,0.0,NO REFUND
5617,4483,2023-03-14 07:20:42.000000,29.58,0.0,1,0,29.58,0.0,0.0,NO REFUND
36793,29598,2025-04-22 21:01:33.000000,29.88,0.0,1,0,29.88,0.0,0.0,NO REFUND
90957,72790,2026-04-17 08:39:56.000000,248.87,0.0,3,0,248.87,0.0,0.0,NO REFUND
46521,37304,2026-06-05 06:03:26.000000,29.88,0.0,1,0,29.88,0.0,0.0,NO REFUND
5659,4513,2023-11-18 00:46:47.000000,29.95,0.0,1,0,29.95,0.0,0.0,NO REFUND
13513,10864,2024-09-27 19:52:38.000000,29.95,0.0,1,0,29.95,0.0,0.0,NO REFUND
94035,75303,2026-02-03 20:58:57.000000,64.93,0.0,2,0,64.93,0.0,0.0,NO REFUND
72127,57917,2020-04-15 18:07:36.000000,129.47,0.0,2,0,129.47,0.0,0.0,NO REFUND
29063,23391,2025-12-11 13:21:25.000000,29.98,0.0,1,0,29.98,0.0,0.0,NO REFUND
106708,85308,2026-05-19 12:05:32.000000,29.98,29.98,1,1,0.0,1.0,1.0,FULLY REFUNDED
930,734,2025-06-03 23:24:01.000000,91.97,0.0,3,0,91.97,0.0,0.0,NO REFUND
110179,87984,2026-03-21 21:03:11.000000,194.99,0.0,2,0,194.99,0.0,0.0,NO REFUND
99263,79429,2026-06-18 14:44:50.000000,210.69,0.0,3,0,210.69,0.0,0.0,NO REFUND
17875,14391,2024-02-26 13:19:09.000000,30.0,0.0,1,0,30.0,0.0,0.0,NO REFUND
67291,53945,2024-08-28 17:42:57.000000,30.0,0.0,1,0,30.0,0.0,0.0,NO REFUND
20905,16781,2025-06-22 03:05:00.000000,66.98,0.0,2,0,66.98,0.0,0.0,NO REFUND
46557,37337,2025-08-03 01:42:14.000000,30.99,0.0,1,0,30.99,0.0,0.0,NO REFUND
7408,5905,2026-05-23 23:48:38.000000,171.82,0.0,3,0,171.82,0.0,0.0,NO REFUND
78729,63069,2022-10-28 20:56:54.000000,66.99,0.0,2,0,66.99,0.0,0.0,NO REFUND
101793,81426,2020-07-14 01:18:16.000000,70.45,70.45,2,2,0.0,1.0,1.0,FULLY REFUNDED
48389,38787,2025-01-07 20:02:41.000000,102.21,0.0,2,0,102.21,0.0,0.0,NO REFUND
21162,16988,2023-02-21 12:04:32.000000,187.91,0.0,3,0,187.91,0.0,0.0,NO REFUND
100421,80348,2022-03-16 16:19:01.000000,241.51,0.0,4,0,241.51,0.0,0.0,NO REFUND
111238,88832,2023-07-25 06:28:43.000000,150.49,0.0,2,0,150.49,0.0,0.0,NO REFUND
121926,97299,2025-04-06 23:59:48.000000,79.99,0.0,2,0,79.99,0.0,0.0,NO REFUND
121901,97278,2026-04-01 20:16:50.000000,93.99,0.0,2,0,93.99,0.0,0.0,NO REFUND
119791,95554,2025-11-04 02:09:36.000000,96.0,0.0,2,0,96.0,0.0,0.0,NO REFUND
96790,77484,2024-05-30 14:04:47.000000,34.0,0.0,1,0,34.0,0.0,0.0,NO REFUND
86033,68847,2025-07-04 10:30:18.000000,34.98,0.0,1,0,34.98,0.0,0.0,NO REFUND
82821,66297,2025-01-08 19:52:26.000000,134.98,0.0,2,0,134.98,0.0,0.0,NO REFUND
7526,5998,2025-02-18 09:51:30.000000,34.99,0.0,1,0,34.99,0.0,0.0,NO REFUND
50070,40109,2024-10-10 15:22:04.000000,87.86,0.0,2,0,87.86,0.0,0.0,NO REFUND
81804,65483,2025-05-30 06:56:30.000000,34.99,0.0,1,0,34.99,0.0,0.0,NO REFUND
92284,73873,2021-11-15 13:14:00.000000,188.48,0.0,3,0,188.48,0.0,0.0,NO REFUND
39091,31440,2026-02-24 14:56:08.000000,419.87,0.0,4,0,419.87,0.0,0.0,NO REFUND
19291,15511,2022-10-06 12:43:44.000000,84.8,84.8,2,2,0.0,1.0,1.0,FULLY REFUNDED
84745,67827,2025-11-08 12:13:16.000000,35.83,0.0,1,0,35.83,0.0,0.0,NO REFUND
26763,21540,2022-04-24 10:59:26.000000,133.97,0.0,2,0,133.97,0.0,0.0,NO REFUND
89244,71415,2026-05-20 15:50:19.000000,36.0,0.0,1,0,36.0,0.0,0.0,NO REFUND
26427,21283,2023-08-16 10:55:47.000000,77.99,0.0,2,0,77.99,0.0,0.0,NO REFUND
40926,32885,2025-09-17 22:04:18.000000,36.0,0.0,1,0,36.0,0.0,0.0,NO REFUND
41340,33224,2022-09-21 02:30:16.000000,82.0,0.0,2,0,82.0,0.0,0.0,NO REFUND
78464,62876,2026-02-23 10:29:25.000000,95.0,0.0,2,0,95.0,0.0,0.0,NO REFUND
33716,27146,2026-03-12 08:14:34.000000,36.0,0.0,1,0,36.0,0.0,0.0,NO REFUND
116391,92953,2024-03-17 08:21:01.000000,75.95,0.0,2,0,75.95,0.0,0.0,NO REFUND
120637,96242,2025-08-18 13:47:51.000000,75.04,0.0,2,0,75.04,0.0,0.0,NO REFUND
117301,93647,2025-11-28 21:57:07.000000,463.86,0.0,3,0,463.86,0.0,0.0,NO REFUND
100141,80135,2022-02-04 04:10:52.000000,36.95,0.0,1,0,36.95,0.0,0.0,NO REFUND
40223,32329,2026-01-28 08:55:41.000000,36.99,0.0,1,0,36.99,0.0,0.0,NO REFUND
13323,10713,2025-04-22 17:27:18.000000,36.99,0.0,1,0,36.99,0.0,0.0,NO REFUND
44996,36126,2024-04-05 14:50:23.000000,38.0,0.0,1,0,38.0,0.0,0.0,NO REFUND
105793,84606,2023-05-08 06:07:56.000000,38.45,0.0,1,0,38.45,0.0,0.0,NO REFUND
70881,56865,2026-04-17 14:52:35.000000,147.9,0.0,2,0,147.9,0.0,0.0,NO REFUND
37256,29961,2025-02-18 21:09:04.000000,89.17,0.0,2,0,89.17,0.0,0.0,NO REFUND
95818,76700,2023-02-13 21:20:05.000000,39.41,0.0,1,0,39.41,0.0,0.0,NO REFUND
120026,95734,2021-09-19 02:37:16.000000,39.5,0.0,1,0,39.5,0.0,0.0,NO REFUND
19457,15633,2025-12-22 02:28:00.000000,109.94,0.0,2,0,109.94,0.0,0.0,NO REFUND
6851,5447,2021-05-05 01:59:13.000000,39.99,0.0,1,0,39.99,0.0,0.0,NO REFUND
90223,72197,2024-09-18 20:33:16.000000,39.99,0.0,1,0,39.99,0.0,0.0,NO REFUND
44177,35466,2025-09-22 05:19:58.000000,492.44,0.0,4,0,492.44,0.0,0.0,NO REFUND
104307,83465,2023-02-07 13:42:24.000000,319.98,0.0,4,0,319.98,0.0,0.0,NO REFUND
26620,21420,2026-06-05 03:33:36.000000,40.37,0.0,1,0,40.37,0.0,0.0,NO REFUND
47016,37685,2026-04-04 15:27:04.000000,97.36,0.0,2,0,97.36,0.0,0.0,NO REFUND
28851,23209,2026-06-01 05:04:48.000000,40.6,0.0,1,0,40.6,0.0,0.0,NO REFUND
63957,51248,2024-06-11 17:39:12.000000,40.99,0.0,1,0,40.99,0.0,0.0,NO REFUND
34007,27395,2024-11-15 06:32:35.000000,42.0,0.0,1,0,42.0,0.0,0.0,NO REFUND
115206,91996,2025-01-13 03:24:35.000000,42.0,0.0,1,0,42.0,0.0,0.0,NO REFUND
9260,7409,2024-03-23 21:01:36.000000,308.99,0.0,3,0,308.99,0.0,0.0,NO REFUND
27677,22272,2025-12-17 02:26:39.000000,107.26,107.26,2,2,0.0,1.0,1.0,FULLY REFUNDED
23004,18494,2025-06-27 14:52:46.000000,93.0,0.0,2,0,93.0,0.0,0.0,NO REFUND
66334,53161,2023-05-14 08:47:02.000000,44.0,0.0,1,0,44.0,0.0,0.0,NO REFUND
35302,28414,2022-04-21 17:11:18.000000,44.0,0.0,1,0,44.0,0.0,0.0,NO REFUND
84627,67733,2023-08-24 14:59:03.000000,44.0,0.0,1,0,44.0,0.0,0.0,NO REFUND
98076,78492,2025-10-17 12:25:22.000000,112.99,0.0,2,0,112.99,0.0,0.0,NO REFUND
68938,55284,2025-04-23 07:02:45.000000,45.0,0.0,1,0,45.0,0.0,0.0,NO REFUND
99319,79477,2026-05-23 11:43:02.000000,478.99,0.0,4,0,478.99,0.0,0.0,NO REFUND
110260,88052,2026-04-26 03:53:42.000000,45.61,0.0,1,0,45.61,0.0,0.0,NO REFUND
34072,27441,2023-06-16 12:50:27.000000,46.0,0.0,1,0,46.0,0.0,0.0,NO REFUND
13294,10690,2026-05-11 17:17:16.000000,46.0,0.0,1,0,46.0,0.0,0.0,NO REFUND
8204,6571,2024-09-04 04:45:48.000000,47.17,0.0,1,0,47.17,0.0,0.0,NO REFUND
35791,28802,2023-10-04 15:20:28.000000,48.0,0.0,1,0,48.0,0.0,0.0,NO REFUND
29152,23456,2025-04-07 20:42:17.000000,48.18,0.0,1,0,48.18,0.0,0.0,NO REFUND
163,134,2025-11-02 00:12:30.000000,346.5,0.0,2,0,346.5,0.0,0.0,NO REFUND
51741,41490,2025-06-28 10:35:57.000000,174.99,0.0,2,0,174.99,0.0,0.0,NO REFUND
33215,26756,2019-12-17 15:03:48.000000,50.0,0.0,1,0,50.0,0.0,0.0,NO REFUND
42674,34268,2024-09-13 11:14:16.000000,355.28,0.0,4,0,355.28,0.0,0.0,NO REFUND
57624,46183,2026-04-25 18:27:40.000000,148.0,0.0,2,0,148.0,0.0,0.0,NO REFUND
33329,26836,2021-11-28 12:45:15.000000,50.0,0.0,1,0,50.0,0.0,0.0,NO REFUND
18390,14812,2020-11-01 20:58:12.000000,50.0,0.0,1,0,50.0,0.0,0.0,NO REFUND
71306,57239,2026-01-09 20:10:19.000000,52.59,0.0,1,0,52.59,0.0,0.0,NO REFUND
114781,91653,2024-04-16 09:56:37.000000,54.0,0.0,1,0,54.0,0.0,0.0,NO REFUND
95735,76634,2025-01-23 11:38:47.000000,252.5,0.0,2,0,252.5,0.0,0.0,NO REFUND
73196,58761,2026-04-19 07:03:07.000000,54.95,0.0,1,0,54.95,0.0,0.0,NO REFUND
85121,68118,2024-10-23 22:42:01.000000,55.0,55.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
50837,40730,2025-08-18 20:43:03.000000,55.0,0.0,1,0,55.0,0.0,0.0,NO REFUND
93612,74941,2020-04-15 06:20:12.000000,55.44,0.0,1,0,55.44,0.0,0.0,NO REFUND
35064,28220,2023-11-14 04:00:17.000000,58.84,0.0,1,0,58.84,0.0,0.0,NO REFUND
102369,81875,2024-01-17 09:51:03.000000,58.84,0.0,1,0,58.84,0.0,0.0,NO REFUND
69702,55914,2024-08-06 12:34:34.000000,59.5,0.0,1,0,59.5,0.0,0.0,NO REFUND
26719,21503,2023-03-31 15:19:19.000000,59.5,59.5,1,1,0.0,1.0,1.0,FULLY REFUNDED
42825,34386,2024-04-24 14:52:02.000000,145.72,0.0,2,0,145.72,0.0,0.0,NO REFUND
50304,40291,2021-10-19 12:57:56.000000,59.99,0.0,1,0,59.99,0.0,0.0,NO REFUND
66957,53670,2026-04-13 07:19:35.000000,59.99,0.0,1,0,59.99,0.0,0.0,NO REFUND
115259,92036,2022-11-05 02:53:04.000000,59.99,0.0,1,0,59.99,0.0,0.0,NO REFUND
71893,57716,2026-06-20 08:42:15.000000,962.99,0.0,2,0,962.99,0.0,0.0,NO REFUND
2668,2160,2020-10-10 05:22:33.000000,238.0,238.0,2,2,0.0,1.0,1.0,FULLY REFUNDED
102050,81631,2025-02-04 12:42:56.000000,172.0,0.0,2,0,172.0,0.0,0.0,NO REFUND
101834,81459,2026-01-03 18:03:37.000000,260.51,0.0,2,0,260.51,0.0,0.0,NO REFUND
2439,1970,2021-10-08 16:19:37.000000,63.99,0.0,1,0,63.99,0.0,0.0,NO REFUND
73305,58851,2026-03-20 19:29:25.000000,64.0,64.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
108415,86638,2025-07-07 23:01:48.000000,142.6,0.0,2,0,142.6,0.0,0.0,NO REFUND
47816,38310,2021-06-24 11:35:05.000000,64.69,0.0,1,0,64.69,0.0,0.0,NO REFUND
92503,74041,2025-12-26 22:59:06.000000,64.93,0.0,1,0,64.93,0.0,0.0,NO REFUND
76665,61493,2023-11-11 21:30:35.000000,385.43,0.0,4,0,385.43,0.0,0.0,NO REFUND
85569,68485,2025-07-27 03:31:25.000000,146.98,146.98,2,2,0.0,1.0,1.0,FULLY REFUNDED
44567,35770,2022-02-14 18:30:37.000000,67.5,0.0,1,0,67.5,0.0,0.0,NO REFUND
94603,75758,2025-01-20 17:20:46.000000,68.6,0.0,1,0,68.6,0.0,0.0,NO REFUND
97598,78101,2024-09-01 03:23:45.000000,167.0,0.0,2,0,167.0,0.0,0.0,NO REFUND
1806,1443,2026-03-30 22:39:08.000000,69.45,0.0,1,0,69.45,0.0,0.0,NO REFUND
4052,3295,2026-02-18 22:47:18.000000,74.0,0.0,1,0,74.0,0.0,0.0,NO REFUND
53311,42750,2024-03-10 21:50:46.000000,77.97,0.0,1,0,77.97,0.0,0.0,NO REFUND
23003,18493,2025-05-22 00:15:53.000000,383.8,0.0,4,0,383.8,0.0,0.0,NO REFUND
21876,17543,2022-09-24 13:58:13.000000,85.5,0.0,1,0,85.5,0.0,0.0,NO REFUND
114777,91649,2024-09-20 23:53:26.000000,86.0,0.0,1,0,86.0,0.0,0.0,NO REFUND
96458,77214,2025-12-13 03:46:06.000000,86.0,0.0,1,0,86.0,0.0,0.0,NO REFUND
3941,3213,2025-10-23 20:59:22.000000,87.12,0.0,1,0,87.12,0.0,0.0,NO REFUND
97742,78218,2021-12-26 07:36:21.000000,88.0,0.0,1,0,88.0,0.0,0.0,NO REFUND
108933,87031,2022-02-17 13:30:40.000000,88.0,0.0,1,0,88.0,0.0,0.0,NO REFUND
107337,85804,2021-01-03 03:21:00.000000,89.99,0.0,1,0,89.99,0.0,0.0,NO REFUND
19466,15638,2024-06-01 15:46:43.000000,94.95,0.0,1,0,94.95,0.0,0.0,NO REFUND
69272,55555,2026-01-12 19:16:34.000000,94.99,0.0,1,0,94.99,0.0,0.0,NO REFUND
34852,28053,2024-02-11 06:20:35.000000,98.0,0.0,1,0,98.0,0.0,0.0,NO REFUND
20886,16768,2026-01-26 03:11:01.000000,98.0,0.0,1,0,98.0,0.0,0.0,NO REFUND
29342,23613,2026-01-02 01:50:16.000000,277.0,0.0,2,0,277.0,0.0,0.0,NO REFUND
35248,28374,2024-08-18 01:21:06.000000,99.5,99.5,1,1,0.0,1.0,1.0,FULLY REFUNDED
67186,53858,2025-10-20 06:13:52.000000,109.0,0.0,1,0,109.0,0.0,0.0,NO REFUND
35871,28874,2026-03-18 20:40:39.000000,109.0,0.0,1,0,109.0,0.0,0.0,NO REFUND
114875,91726,2023-03-08 14:34:28.000000,226.82,0.0,2,0,226.82,0.0,0.0,NO REFUND
115294,92063,2020-02-29 07:59:28.000000,109.99,0.0,1,0,109.99,0.0,0.0,NO REFUND
65149,52198,2025-09-15 06:34:14.000000,109.99,0.0,1,0,109.99,0.0,0.0,NO REFUND
86565,69281,2023-01-25 07:36:13.000000,117.6,0.0,1,0,117.6,0.0,0.0,NO REFUND
61534,49326,2020-09-22 08:12:15.000000,119.99,0.0,1,0,119.99,0.0,0.0,NO REFUND
63271,50708,2026-03-10 22:06:12.000000,125.0,0.0,1,0,125.0,0.0,0.0,NO REFUND
118241,94368,2026-02-07 12:39:44.000000,125.0,125.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
95130,76167,2024-11-08 18:01:39.000000,129.0,0.0,1,0,129.0,0.0,0.0,NO REFUND
4804,3881,2026-05-29 17:20:09.000000,129.0,0.0,1,0,129.0,0.0,0.0,NO REFUND
69047,55362,2021-11-05 06:47:53.000000,129.0,0.0,1,0,129.0,0.0,0.0,NO REFUND
42129,33841,2024-09-07 16:20:10.000000,129.74,129.74,1,1,0.0,1.0,1.0,FULLY REFUNDED
104600,83695,2024-08-11 11:45:47.000000,129.74,129.74,1,1,0.0,1.0,1.0,FULLY REFUNDED
24022,19321,2025-12-30 09:18:10.000000,129.95,0.0,1,0,129.95,0.0,0.0,NO REFUND
6869,5461,2022-08-21 07:55:59.000000,142.99,0.0,1,0,142.99,0.0,0.0,NO REFUND
36624,29441,2023-07-26 12:17:12.000000,145.0,145.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
78192,62669,2026-06-20 02:13:05.085300,145.0,0.0,1,0,145.0,0.0,0.0,NO REFUND
26951,21694,2024-05-22 19:54:30.000000,154.73,154.73,1,1,0.0,1.0,1.0,FULLY REFUNDED
89586,71682,2024-02-12 04:53:35.000000,171.0,0.0,1,0,171.0,0.0,0.0,NO REFUND
86268,69045,2024-03-08 13:23:15.000000,172.0,0.0,1,0,172.0,0.0,0.0,NO REFUND
93815,75115,2022-12-05 12:04:09.000000,175.0,0.0,1,0,175.0,0.0,0.0,NO REFUND
9208,7362,2022-08-15 22:56:59.000000,178.0,0.0,1,0,178.0,0.0,0.0,NO REFUND
34596,27838,2024-01-13 02:25:06.000000,178.0,0.0,1,0,178.0,0.0,0.0,NO REFUND
52545,42163,2026-02-13 16:23:19.000000,188.25,188.25,1,1,0.0,1.0,1.0,FULLY REFUNDED
113048,90251,2025-09-09 07:51:32.000000,190.0,0.0,1,0,190.0,0.0,0.0,NO REFUND
2263,1817,2022-08-23 10:34:14.000000,240.0,0.0,1,0,240.0,0.0,0.0,NO REFUND
75015,60208,2021-10-23 02:24:32.000000,258.0,0.0,1,0,258.0,0.0,0.0,NO REFUND
83737,67029,2026-04-21 21:36:32.000000,279.99,279.99,1,1,0.0,1.0,1.0,FULLY REFUNDED
76996,61760,2026-02-17 10:05:46.000000,326.0,0.0,1,0,326.0,0.0,0.0,NO REFUND
12442,9975,2025-12-22 18:08:58.000000,903.0,0.0,1,0,903.0,0.0,0.0,NO REFUND
75972,60916,2025-01-09 22:00:50.000000,150.45,0.0,4,0,150.45,0.0,0.0,NO REFUND
108275,86536,2026-01-16 17:05:37.000000,63.5,0.0,2,0,63.5,0.0,0.0,NO REFUND
20355,16342,2025-12-28 10:40:13.000000,4.73,0.0,1,0,4.73,0.0,0.0,NO REFUND
9446,7583,2022-10-23 05:19:18.000000,5.5,0.0,1,0,5.5,0.0,0.0,NO REFUND
48866,39183,2025-12-16 08:55:24.000000,75.97,0.0,3,0,75.97,0.0,0.0,NO REFUND
67448,54080,2025-07-03 14:32:34.000000,28.21,0.0,2,0,28.21,0.0,0.0,NO REFUND
23619,18996,2026-01-30 03:59:43.000000,6.0,0.0,1,0,6.0,0.0,0.0,NO REFUND
113169,90350,2024-11-19 16:21:19.000000,358.19,0.0,4,0,358.19,0.0,0.0,NO REFUND
14325,11490,2022-01-06 20:40:13.000000,606.79,0.0,4,0,606.79,0.0,0.0,NO REFUND
99476,79603,2024-11-25 01:55:47.000000,63.92,0.0,4,0,63.92,0.0,0.0,NO REFUND
98969,79211,2025-11-26 12:07:56.000000,220.99,0.0,3,0,220.99,0.0,0.0,NO REFUND
36323,29214,2025-10-20 17:58:46.000000,7.32,0.0,1,0,7.32,0.0,0.0,NO REFUND
10363,8328,2026-06-19 02:23:34.000000,7.5,7.5,1,1,0.0,1.0,1.0,FULLY REFUNDED
11438,9142,2024-06-23 16:11:05.000000,97.18,0.0,3,0,97.18,0.0,0.0,NO REFUND
59414,47647,2021-01-04 22:48:37.000000,37.93,37.93,3,3,0.0,1.0,1.0,FULLY REFUNDED
99051,79270,2023-05-16 06:55:10.000000,8.0,0.0,1,0,8.0,0.0,0.0,NO REFUND
85486,68418,2025-10-05 01:41:57.000000,8.5,0.0,1,0,8.5,0.0,0.0,NO REFUND
37113,29857,2023-07-19 04:50:47.000000,66.75,0.0,2,0,66.75,0.0,0.0,NO REFUND
55526,44519,2021-10-21 16:58:39.000000,488.73,0.0,4,0,488.73,0.0,0.0,NO REFUND
60892,48837,2024-10-26 09:57:28.000000,8.99,0.0,1,0,8.99,0.0,0.0,NO REFUND
54708,43862,2025-05-22 03:08:12.000000,59.99,0.0,3,0,59.99,0.0,0.0,NO REFUND
74998,60192,2023-01-24 08:44:31.000000,66.93,0.0,3,0,66.93,0.0,0.0,NO REFUND
119165,95054,2025-09-13 07:21:52.000000,859.17,0.0,3,0,859.17,0.0,0.0,NO REFUND
98952,79196,2024-08-18 23:47:01.000000,22.43,0.0,2,0,22.43,0.0,0.0,NO REFUND
11286,9033,2022-12-24 03:11:23.000000,31.72,0.0,2,0,31.72,0.0,0.0,NO REFUND
27620,22226,2024-11-10 04:56:49.000000,9.99,0.0,1,0,9.99,0.0,0.0,NO REFUND
87631,70093,2025-10-05 14:47:24.000000,41.94,0.0,2,0,41.94,0.0,0.0,NO REFUND
112934,90158,2026-01-13 13:28:44.000000,190.98,0.0,4,0,190.98,0.0,0.0,NO REFUND
26848,21604,2026-03-27 08:08:28.000000,188.0,0.0,2,0,188.0,0.0,0.0,NO REFUND
82571,66092,2025-07-31 21:28:39.000000,94.24,0.0,3,0,94.24,0.0,0.0,NO REFUND
104430,83563,2025-05-23 23:43:11.000000,10.49,10.49,1,1,0.0,1.0,1.0,FULLY REFUNDED
69965,56111,2023-01-13 10:02:07.000000,95.19,0.0,3,0,95.19,0.0,0.0,NO REFUND
